id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513544,775553024,Premier Football Circuit Slow Sim,,49ers,SF,San Francisco,NFC,19,NFC West,0,14,Niners,2,84,11141120,11506269,VGKREBELS702,1,0,1,2025,767557632,2,0,1,279200000,48170000,231030000,961,25,328,2,1289,12,770703367,2,NFC West,0,0,1,0,1,-1,924,11,470,14,1394,13,23,10,0,0,24,24,18,9,0,1,2,0,2,49ers,84,-1,4,1,0.50,,,,
1513535,775553025,Premier Football Circuit Slow Sim,,Bears,CHI,Chicago,NFC,11,NFC North,0,0,Bears,10,82,726570,15089920,Chefmckinney92,1,0,1,2025,767557632,2,0,1,279200000,16110000,263090000,1084,31,371,4,1455,25,770703365,1,NFC North,0,1,2,0,0,-11,838,19,391,25,1229,24,8,26,0,0,20,17,26,12,0,1,3,0,1,Bears,82,1,4,254,0.25,,,,
1513518,775553026,Premier Football Circuit Slow Sim,,Bengals,CIN,Cincinnati,AFC,13,AFC North,0,1,Bengals,0,82,16469780,0,COACHCHRIS1974,1,0,2,2025,766115840,1,0,2,279200000,25590000,253610000,880,17,478,17,1358,14,770703361,1,AFC North,0,0,0,0,1,12,1095,3,452,19,1547,4,9,13,1,0,20,23,4,2,0,1,1,0,3,Bengals,82,-1,4,3,0.75,,,,
1513527,775553027,Premier Football Circuit Slow Sim,,Bills,BUF,Buffalo,AFC,12,AFC East,0,2,Bills,3,85,798338,13961738,BARTLEBEE,0,0,1,2025,766115840,0,1,2,279200000,12430000,266770000,509,1,470,16,979,1,770703360,0,AFC East,1,1,1,1,1,4,990,8,397,23,1387,14,7,22,1,0,19,20,7,4,0,1,1,1,2,Bills,85,-3,4,255,0.63,,,,
1513529,775553028,Premier Football Circuit Slow Sim,,Broncos,DEN,Denver,AFC,18,AFC West,0,3,Broncos,0,84,664387,16534530,BigDaddyLunar,2,0,0,2025,766115840,3,0,1,279200000,30850000,248350000,748,8,492,19,1240,9,770703363,1,AFC West,0,0,1,0,1,-23,645,31,460,16,1105,31,25,23,0,0,25,19,28,15,0,1,3,0,1,Broncos,84,-2,4,253,0.25,,,,
1513519,775553029,Premier Football Circuit Slow Sim,,Browns,CLE,Cleveland,AFC,20,AFC North,0,4,Browns,6,82,16727040,3218688,WilbuhGang420,2,0,0,2025,766115840,1,0,1,279200000,4294347296,279820000,747,7,453,12,1200,6,770703361,1,AFC North,0,1,0,0,2,3,695,27,468,15,1163,29,3,29,0,0,16,16,15,9,0,1,2,0,2,Browns,82,1,4,255,0.50,,,,
1513539,775553030,Premier Football Circuit Slow Sim,,Buccaneers,TB,Tampa Bay,NFC,17,NFC South,0,5,Bucs,0,85,10685741,4078133,ResinBomb,1,0,1,2025,767557632,2,0,0,279200000,37540000,241660000,919,20,741,32,1660,32,770703366,1,NFC South,0,0,1,0,1,2,1145,2,558,8,1703,2,31,3,0,0,31,32,22,11,0,1,2,0,2,Buccaneers,85,0,4,255,0.50,,,,
1513547,775553031,Premier Football Circuit Slow Sim,,Cardinals,ARI,Arizona,NFC,13,NFC West,0,6,Cardinals,0,82,8847399,16777215,ShadeShadow99,0,0,2,2025,767557632,0,0,4,279200000,43810000,235390000,989,27,439,10,1428,23,770703367,0,NFC West,0,2,0,0,2,94,1004,7,706,6,1710,1,2,1,1,0,15,38,1,1,0,1,0,0,4,Cardinals,82,9,4,4,1.00,,,,
1513530,775553034,Premier Football Circuit Slow Sim,,Chargers,LAC,Los Angeles,AFC,14,AFC West,0,7,Bolts,6,83,32966,16761358,knich3,1,0,1,2025,766115840,1,0,2,279200000,33760000,245440000,791,10,581,27,1372,17,770703363,1,AFC West,0,2,0,0,2,15,829,20,555,9,1384,15,24,6,1,0,24,28,5,3,0,1,1,0,3,Chargers,83,1,4,2,0.75,,,,
1513531,775553035,Premier Football Circuit Slow Sim,,Chiefs,KC,Kansas City,AFC,11,AFC West,0,8,Chiefs,5,87,14882871,15641886,IIdMaNII,1,0,1,2025,766115840,1,0,1,279200000,7130000,272070000,696,4,481,18,1177,3,770703363,1,AFC West,0,0,1,0,1,14,874,15,322,29,1196,26,10,9,0,0,20,24,17,11,0,1,2,0,2,Chiefs,87,0,4,2,0.50,,,,
1513523,775553036,Premier Football Circuit Slow Sim,,Colts,IND,Indianapolis,AFC,11,AFC South,0,9,Colts,1,85,78697,16777215,CodSnips4dayz,0,0,2,2025,766115840,0,0,3,279200000,23030000,256170000,758,9,435,7,1193,5,770703362,0,AFC South,0,1,0,0,2,82,936,10,589,7,1525,7,1,2,1,0,12,33,2,1,0,1,0,0,4,Colts,85,5,4,4,1.00,,,,
1513543,775553037,Premier Football Circuit Slow Sim,,Commanders,WAS,Washington,NFC,19,NFC East,0,25,Commanders,2,83,5903380,16758290,mossbornhydra,2,0,0,2025,767557632,3,0,0,279200000,21430000,257770000,1062,30,557,26,1619,31,770703364,1,NFC East,0,0,1,0,1,-44,873,16,494,13,1367,16,32,14,0,0,33,22,30,15,0,1,3,0,1,Commanders,83,-3,4,255,0.25,,,,
1513540,775553038,Premier Football Circuit Slow Sim,,Cowboys,DAL,Dallas,NFC,12,NFC East,0,10,Cowboys,0,83,798338,11581372,TeddyBrosevelt21,1,0,1,2025,767557632,2,0,2,279200000,51630000,227570000,921,21,612,29,1533,29,770703364,2,NFC East,0,0,1,0,1,-15,1022,5,375,27,1397,12,21,21,0,0,23,20,12,8,0,1,2,0,2,Cowboys,83,1,4,2,0.50,,,,
1513524,775553039,Premier Football Circuit Slow Sim,,Dolphins,MIA,Miami,AFC,11,AFC East,0,11,Phins,2,81,36503,16534530,VadaUK,1,1,0,2025,766115840,2,1,1,279200000,130000,279070000,854,16,519,22,1373,20,770703360,1,AFC East,1,1,1,0,1,-12,455,32,721,4,1176,27,13,25,0,0,21,18,24,13,0,1,2,1,1,Dolphins,81,2,4,1,0.38,,,,
1513541,775553040,Premier Football Circuit Slow Sim,,Eagles,PHI,Philadelphia,NFC,19,NFC East,0,12,Eagles,10,87,18513,10660525,YorFriendMarcus,0,0,2,2025,767557632,0,0,3,279200000,17920000,261280000,995,28,447,11,1442,24,770703364,0,NFC East,0,1,0,0,2,34,694,28,744,2,1438,8,11,5,1,0,20,28,3,2,0,1,0,0,4,Eagles,87,3,4,4,1.00,,,,
1513536,775553041,Premier Football Circuit Slow Sim,,Falcons,ATL,Atlanta,NFC,13,NFC South,0,13,Falcons,0,82,10685741,0,ScringusKhan,2,0,0,2025,767557632,2,0,2,279200000,3730000,275470000,1017,29,362,3,1379,22,770703366,1,NFC South,0,1,0,0,2,1,706,26,720,5,1426,11,18,12,1,0,22,23,20,7,0,1,2,0,2,Falcons,82,2,4,1,0.50,,,,
1513542,775553043,Premier Football Circuit Slow Sim,,Giants,NYG,New York,NFC,19,NFC East,0,15,G-Men,2,81,74578,10685741,rainyDay0_0,0,0,2,2025,767557632,0,0,2,279200000,19120000,260080000,671,2,494,20,1165,2,770703364,0,NFC East,0,2,2,0,0,-10,855,18,311,31,1166,28,12,24,1,0,20,18,11,6,0,1,2,0,2,Giants,81,2,4,254,0.50,,,,
1513520,775553045,Premier Football Circuit Slow Sim,,Jaguars,JAX,Jacksonville,AFC,12,AFC South,0,16,Jags,0,81,25974,0,PokemonX9322,2,0,0,2025,766115840,1,0,1,279200000,28850000,250350000,916,19,420,5,1336,13,770703362,0,AFC South,0,1,0,0,2,-22,736,24,383,26,1119,30,14,28,1,0,21,16,13,7,0,1,2,0,2,Jaguars,81,-4,4,255,0.50,,,,
1513525,775553046,Premier Football Circuit Slow Sim,,Jets,NYJ,New York,AFC,19,AFC East,0,17,Jets,0,81,1136448,16777215,Chrisduke890,2,0,0,2025,766115840,2,0,1,279200000,33250000,245950000,902,18,621,30,1523,28,770703360,2,AFC East,0,0,1,0,1,-28,690,29,743,3,1433,10,30,11,0,0,30,23,25,14,0,1,3,0,1,Jets,81,-2,4,253,0.25,,,,
1513532,775553047,Premier Football Circuit Slow Sim,,Lions,DET,Detroit,NFC,13,NFC North,0,18,Lions,0,86,30390,11581372,Strxnge ISO,1,0,1,2025,767557632,1,0,1,279200000,44920000,234280000,742,6,467,14,1209,8,770703365,1,NFC North,0,1,1,0,1,-9,960,9,315,30,1275,21,4,31,0,0,16,14,21,10,0,1,2,0,2,Lions,86,-2,4,1,0.50,,,,
1513533,775553049,Premier Football Circuit Slow Sim,,Packers,GB,Green Bay,NFC,13,NFC North,0,19,Pack,0,85,1846565,15641886,TonelessS2E1,2,0,0,2025,767557632,2,0,1,279200000,45870000,233330000,681,3,523,23,1204,7,770703365,1,NFC North,0,0,1,0,1,7,906,12,453,18,1359,17,5,20,0,0,18,20,27,13,0,1,3,0,1,Packers,85,-3,4,254,0.25,,,,
1513537,775553050,Premier Football Circuit Slow Sim,,Panthers,CAR,Carolina,NFC,11,NFC South,0,20,Panthers,10,79,34255,11711675,Keegan_Cwater,2,0,1,2025,767557632,1,0,1,279200000,49010000,230190000,817,13,541,24,1358,15,770703366,0,NFC South,0,1,0,0,1,-9,881,14,397,22,1278,20,6,30,1,0,18,15,19,4,0,1,2,0,2,Panthers,79,4,4,2,0.50,,,,
1513526,775553051,Premier Football Circuit Slow Sim,,Patriots,NE,New England,AFC,13,AFC East,0,21,Pats,0,79,795456,13111342,YoungAntSavage7,0,0,1,2025,766115840,1,0,2,279200000,79460000,199740000,847,15,652,31,1499,27,770703360,0,AFC East,0,1,2,0,1,-13,1220,1,331,28,1551,3,26,16,1,0,25,21,8,6,0,1,2,0,2,Patriots,79,-6,4,254,0.50,,,,
1513528,775553052,Premier Football Circuit Slow Sim,,Raiders,LV,Las Vegas,AFC,14,AFC West,0,22,Raiders,5,79,10923696,0,99861f57b6c570ca,2,0,0,2025,766115840,1,0,1,279200000,40010000,239190000,934,22,438,8,1372,18,770703363,0,AFC West,0,1,0,0,2,23,795,22,749,1,1544,5,15,7,0,0,21,27,16,10,0,1,2,0,2,Raiders,79,5,4,1,0.50,,,,
1513545,775553053,Premier Football Circuit Slow Sim,,Rams,LAR,Los Angeles,NFC,13,NFC West,0,23,Rams,1,85,13716,16765184,kikis12337,1,0,1,2025,767557632,1,0,0,279200000,15570000,263630000,720,5,462,13,1182,4,770703367,0,NFC West,0,0,2,0,0,-21,860,17,497,12,1357,18,19,27,0,0,22,16,31,16,0,1,3,0,1,Rams,85,-2,4,254,0.25,,,,
1513516,775553054,Premier Football Circuit Slow Sim,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,0,87,2364255,0,BillyMcDugal86,2,0,0,2025,766115840,2,0,1,279200000,30590000,248610000,1094,32,281,1,1375,21,770703361,0,AFC North,0,1,0,0,2,-7,881,13,454,17,1335,19,22,15,0,0,23,21,14,8,0,1,2,0,2,Ravens,87,-1,4,255,0.50,,,,
1513538,775553055,Premier Football Circuit Slow Sim,,Saints,NO,New Orleans,NFC,18,NFC South,0,26,Saints,5,77,13876365,0,Th3AlphaTTV,1,0,1,2025,767557632,3,0,0,279200000,8460000,270740000,968,26,585,28,1553,30,770703366,0,NFC South,0,0,2,0,0,-35,775,23,421,21,1196,25,29,19,0,0,29,20,29,14,0,1,3,0,1,Saints,77,-1,4,1,0.25,,,,
1513546,775553056,Premier Football Circuit Slow Sim,,Seahawks,SEA,Seattle,NFC,20,NFC West,0,27,Seahawks,5,81,5426,6929960,XDM_Dvrkkninja88,2,0,0,2025,767557632,1,0,2,279200000,46240000,232960000,835,14,430,6,1265,11,770703367,1,NFC West,0,1,0,0,2,-4,719,25,545,10,1264,23,16,18,1,0,21,20,9,5,0,1,2,0,2,Seahawks,81,-3,4,255,0.50,,,,
1513517,775553057,Premier Football Circuit Slow Sim,,Steelers,PIT,Pittsburgh,AFC,13,AFC North,0,28,Steelers,1,83,15641886,0,PhoenixRising026,1,0,1,2025,766115840,1,0,1,279200000,29910000,249290000,811,12,555,25,1366,16,770703361,0,AFC North,0,0,0,0,2,37,1004,6,530,11,1534,6,20,4,1,0,22,31,6,5,0,1,1,0,3,Steelers,83,1,4,3,0.75,,,,
1513522,775553058,Premier Football Circuit Slow Sim,,Texans,HOU,Houston,AFC,17,AFC South,0,31,Texans,5,82,135192,15401000,One_Blanket83,1,0,1,2025,766115840,1,0,1,279200000,42980000,236220000,956,24,516,21,1472,26,770703362,1,AFC South,0,1,1,0,1,3,1042,4,392,24,1434,9,27,8,0,0,25,25,23,12,0,1,2,0,2,Texans,82,2,4,1,0.50,,,,
