team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,defTotalCatchAllowed,defTotalDeflections,defTotalForcedFum,defTotalFumRec,defTotalInts,defTotalIntReturnYds,defTotalSacks,defTotalSafeties,defTotalTDs,defTotalTackles
49ers,SF,14,,DT,553386485,Alfred Collins,0,0,10521,95,1,3.00,0,0,0,0,0,0,0.50,0,0,2.00
49ers,SF,14,,REDGE,553388898,Mykel Williams,0,0,10782,98,1,3.00,0,0,0,0,0,0,0.50,0,0,2.00
49ers,SF,14,,CB,553388525,Upton Stout,0,0,10743,20,1,2.00,2,0,0,0,0,0,0.00,0,0,2.00
49ers,SF,14,,FS,553387899,Malik Mustapha,1,0,10191,6,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
49ers,SF,14,,CB,553386974,Renardo Green,1,0,10090,0,1,2.00,1,1,0,0,0,0,0.00,0,0,2.00
49ers,SF,14,,WILL,553388944,Dee Winters,2,0,2484,53,1,9.00,1,0,1,2,0,0,0.50,0,0,5.00
49ers,SF,14,,SS,553386316,Ji'Ayir Brown,2,0,1874,27,1,9.00,2,0,1,0,0,0,0.50,0,0,5.00
49ers,SF,14,,CB,553387395,Jack Jones,3,0,1788,37,1,4.00,3,0,0,0,0,0,0.00,0,0,4.00
49ers,SF,14,,CB,553387562,Deommodore Lenoir,4,0,1205,2,1,8.00,3,0,0,0,2,31,0.00,0,0,2.00
49ers,SF,14,,REDGE,553387209,Bryce Huff,5,0,1453,47,1,2.00,0,0,0,0,0,0,0.00,0,0,2.00
49ers,SF,14,,LEDGE,553386243,Nick Bosa,6,0,9390,97,1,3.00,0,0,0,0,0,0,1.00,0,0,1.00
49ers,SF,14,,MIKE,553388792,Fred Warner,7,0,9101,54,1,2.00,0,0,0,0,0,0,0.00,0,0,2.00
49ers,SF,14,,FS,553388396,Justin Simmons,9,0,8214,30,1,3.00,3,0,0,0,0,0,0.00,0,0,3.00
Bears,CHI,0,,MIKE,553389121,Jailin Walker,0,0,11028,11,1,5.00,0,1,0,0,1,0,0.00,0,0,2.00
Bears,CHI,0,,WILL,553387233,Ruben Hyppolite II,0,0,10915,47,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Bears,CHI,0,,DT,553388711,Shemar Turner,0,0,10761,95,1,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Bears,CHI,0,,CB,553386853,Zah Frazier,0,0,10795,35,1,4.00,0,1,0,0,0,0,0.00,0,0,4.00
Bears,CHI,0,,DT,553386631,Gervon Dexter Sr,2,0,2108,99,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
