id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513544,775553024,Premier Football Circuit Slow Sim,,49ers,SF,San Francisco,NFC,19,NFC West,0,14,Niners,0,84,11141120,11506269,VGKREBELS702,1,0,1,2025,767557632,1,0,1,279200000,50860000,228340000,433,19,129,2,562,4,770703367,1,NFC West,0,0,0,0,0,-4,466,12,258,12,724,10,20,17,0,0,24,22,18,10,0,1,1,0,1,49ers,84,-2,2,1,0.50,,,,
1513535,775553025,Premier Football Circuit Slow Sim,,Bears,CHI,Chicago,NFC,11,NFC North,0,0,Bears,10,82,726570,15089920,Chefmckinney92,0,0,1,2025,767557632,1,0,1,279200000,16110000,263090000,518,26,114,1,632,11,770703365,1,NFC North,0,1,1,0,0,13,358,25,197,21,555,28,6,18,1,0,15,21,8,6,0,1,1,0,1,Bears,82,4,2,1,0.50,,,,
1513518,775553026,Premier Football Circuit Slow Sim,,Bengals,CIN,Cincinnati,AFC,13,AFC North,0,1,Bengals,0,81,16469780,0,COACHCHRIS1974,1,0,0,2025,766115840,1,0,1,279200000,25590000,253610000,450,20,219,12,669,18,770703361,1,AFC North,0,0,0,0,1,3,450,16,258,11,708,13,13,16,0,0,20,22,15,8,0,1,1,0,1,Bengals,81,1,2,1,0.50,,,,
1513527,775553027,Premier Football Circuit Slow Sim,,Bills,BUF,Buffalo,AFC,12,AFC East,0,2,Bills,2,85,798338,13961738,BARTLEBEE,0,0,1,2025,766115840,0,0,2,279200000,12430000,266770000,359,8,239,16,598,6,770703360,0,AFC East,0,1,0,0,1,11,631,2,187,22,818,3,19,6,1,0,23,28,2,1,0,1,0,0,2,Bills,85,-1,2,2,1.00,,,,
1513529,775553028,Premier Football Circuit Slow Sim,,Broncos,DEN,Denver,AFC,11,AFC West,0,3,Broncos,1,84,664387,16534530,BigDaddyLunar,1,0,0,2025,766115840,1,0,1,279200000,30850000,248350000,247,1,204,10,451,1,770703363,0,AFC West,0,0,0,0,1,-9,319,26,135,30,454,31,15,27,0,0,21,17,20,10,0,1,1,0,1,Broncos,84,0,2,255,0.50,,,,
1513519,775553029,Premier Football Circuit Slow Sim,,Browns,CLE,Cleveland,AFC,20,AFC North,0,4,Browns,6,82,16727040,3218688,WilbuhGang420,1,0,0,2025,766115840,1,0,1,279200000,4294347296,279820000,351,7,318,26,669,19,770703361,1,AFC North,0,1,0,0,1,-1,459,14,186,23,645,21,12,24,1,0,19,18,14,7,0,1,1,0,1,Browns,82,1,2,255,0.50,,,,
1513539,775553030,Premier Football Circuit Slow Sim,,Buccaneers,TB,Tampa Bay,NFC,17,NFC South,0,5,Bucs,0,85,10685741,4078133,ResinBomb,1,0,1,2025,767557632,1,0,0,279200000,37540000,241660000,464,21,381,31,845,29,770703366,1,NFC South,0,0,0,0,0,-5,544,4,260,10,804,6,28,8,0,0,29,27,22,11,0,1,1,0,1,Buccaneers,85,-2,2,1,0.50,,,,
1513547,775553031,Premier Football Circuit Slow Sim,,Cardinals,ARI,Arizona,NFC,13,NFC West,0,6,Cardinals,0,82,8847399,16777215,ShadeShadow99,0,0,1,2025,767557632,0,0,2,279200000,45230000,233970000,509,24,169,5,678,21,770703367,0,NFC West,0,0,0,0,1,49,408,21,485,2,893,1,2,1,1,0,13,37,5,2,0,1,0,0,2,Cardinals,82,3,2,2,1.00,,,,
1513530,775553034,Premier Football Circuit Slow Sim,,Chargers,LAC,Los Angeles,AFC,14,AFC West,0,7,Bolts,6,83,32966,16761358,knich3,1,0,0,2025,766115840,1,0,1,279200000,33760000,245440000,493,22,274,23,767,26,770703363,1,AFC West,0,1,0,0,1,-9,470,10,248,14,718,11,30,4,0,0,34,30,19,9,0,1,1,0,1,Chargers,83,0,2,255,0.50,,,,
1513531,775553035,Premier Football Circuit Slow Sim,,Chiefs,KC,Kansas City,AFC,11,AFC West,0,8,Chiefs,5,87,14882871,15641886,IIdMaNII,1,0,0,2025,766115840,1,0,0,279200000,7130000,272070000,399,13,284,24,683,23,770703363,1,AFC West,0,0,1,0,0,-23,468,11,131,31,599,25,26,28,0,0,27,16,28,15,0,1,2,0,0,Chiefs,87,-4,2,254,0.00,,,,
