id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513544,775553024,Premier Football Circuit Slow Sim,,49ers,SF,San Francisco,NFC,19,NFC West,0,14,Niners,0,84,11141120,11506269,VGKREBELS702,1,0,0,2025,767557632,1,0,0,279200000,50860000,228340000,137,7,68,5,205,3,770703367,1,NFC West,0,0,0,0,0,-7,127,28,110,18,237,28,8,31,0,0,13,6,23,11,0,1,1,0,0,49ers,84,0,1,255,0.00,,,,
1513535,775553025,Premier Football Circuit Slow Sim,,Bears,CHI,Chicago,NFC,11,NFC North,0,0,Bears,10,82,726570,15089920,Chefmckinney92,0,0,0,2025,767557632,1,0,0,279200000,16230000,262970000,228,21,88,12,316,12,770703365,1,NFC North,0,0,1,0,0,-4,141,25,74,25,215,29,11,25,0,0,17,13,22,10,0,1,1,0,0,Bears,82,2,1,255,0.00,,,,
1513518,775553026,Premier Football Circuit Slow Sim,,Bengals,CIN,Cincinnati,AFC,13,AFC North,0,1,Bengals,0,82,16469780,0,COACHCHRIS1974,1,0,0,2025,766115840,1,0,0,279200000,25590000,253610000,244,23,132,18,376,24,770703361,1,AFC North,0,0,0,0,0,-3,185,18,181,5,366,11,22,15,0,0,27,24,21,12,0,1,1,0,0,Bengals,82,-1,1,255,0.00,,,,
1513527,775553027,Premier Football Circuit Slow Sim,,Bills,BUF,Buffalo,AFC,12,AFC East,0,2,Bills,2,85,798338,13961738,BARTLEBEE,0,0,0,2025,766115840,0,0,1,279200000,12430000,266770000,282,27,69,6,351,19,770703360,0,AFC East,0,0,0,0,1,3,304,3,105,19,409,6,23,6,1,0,27,30,13,6,0,1,0,0,1,Bills,85,0,1,1,1.00,,,,
1513529,775553028,Premier Football Circuit Slow Sim,,Broncos,DEN,Denver,AFC,11,AFC West,0,3,Broncos,0,84,664387,16534530,BigDaddyLunar,0,0,0,2025,766115840,0,0,1,279200000,30850000,248350000,21,1,31,2,52,1,770703363,0,AFC West,0,0,0,0,1,17,179,21,58,29,237,27,4,11,1,0,10,27,5,5,0,1,0,0,1,Broncos,84,0,1,1,1.00,,,,
1513519,775553029,Premier Football Circuit Slow Sim,,Browns,CLE,Cleveland,AFC,20,AFC North,0,4,Browns,6,82,16727040,3218688,WilbuhGang420,0,0,0,2025,766115840,0,0,1,279200000,4294347296,279820000,185,15,181,28,366,22,770703361,0,AFC North,0,1,0,0,1,3,244,10,132,15,376,9,18,10,1,0,24,27,12,4,0,1,0,0,1,Browns,82,1,1,1,1.00,,,,
1513539,775553030,Premier Football Circuit Slow Sim,,Buccaneers,TB,Tampa Bay,NFC,17,NFC South,0,5,Bucs,0,85,10685741,4078133,ResinBomb,1,0,0,2025,767557632,1,0,0,279200000,37540000,241660000,214,18,232,30,446,31,770703366,1,NFC South,0,0,0,0,0,-10,329,1,101,20,430,4,29,14,0,0,34,24,26,13,0,1,1,0,0,Buccaneers,85,-3,1,255,0.00,,,,
1513547,775553031,Premier Football Circuit Slow Sim,,Cardinals,ARI,Arizona,NFC,13,NFC West,0,6,Cardinals,0,80,8847399,16777215,ShadeShadow99,0,0,1,2025,767557632,0,0,1,279200000,45230000,233970000,251,25,83,10,334,17,770703367,0,NFC West,0,0,0,0,0,25,223,13,170,6,393,8,7,1,1,0,12,37,9,5,0,1,0,0,1,Cardinals,80,3,1,1,1.00,,,,
1513530,775553034,Premier Football Circuit Slow Sim,,Chargers,LAC,Los Angeles,AFC,13,AFC West,0,7,Bolts,6,81,32966,16761358,knich3,0,0,0,2025,766115840,0,0,1,279200000,33760000,245440000,287,29,24,1,311,11,770703363,0,AFC West,0,1,0,0,1,10,182,20,143,13,325,18,15,5,1,0,22,32,4,2,0,1,0,0,1,Chargers,81,1,1,1,1.00,,,,
1513531,775553035,Premier Football Circuit Slow Sim,,Chiefs,KC,Kansas City,AFC,11,AFC West,0,8,Chiefs,0,87,14882871,15641886,IIdMaNII,1,0,0,2025,766115840,1,0,0,279200000,7130000,272070000,182,13,143,20,325,15,770703363,1,AFC West,0,0,0,0,0,-10,287,4,24,32,311,22,28,18,0,0,32,22,27,14,0,1,1,0,0,Chiefs,87,-1,1,255,0.00,,,,
