id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513544,775553024,Premier Football Circuit Slow Sim,,49ers,SF,San Francisco,NFC,19,NFC West,0,14,Niners,0,84,11141120,11506269,VGKREBELS702,1,0,0,2025,767557632,1,0,0,279200000,50860000,228340000,137,15,68,12,205,11,770703367,1,NFC West,0,0,0,0,0,-7,127,20,110,14,237,20,15,21,0,0,13,6,15,9,0,1,1,0,0,49ers,84,0,0,255,0.00,,,,
1513535,775553025,Premier Football Circuit Slow Sim,,Bears,CHI,Chicago,NFC,11,NFC North,0,0,Bears,10,82,726570,15089920,Chefmckinney92,0,0,0,2025,767557632,1,0,0,279200000,30650000,248550000,228,25,88,17,316,18,770703365,1,NFC North,0,0,1,0,0,-4,141,17,74,19,215,21,18,18,0,0,17,13,14,8,0,1,1,0,0,Bears,82,2,0,255,0.00,,,,
1513518,775553026,Premier Football Circuit Slow Sim,,Bengals,CIN,Cincinnati,AFC,13,AFC North,0,1,Bengals,0,82,16469780,0,COACHCHRIS1974,1,0,0,2025,766115840,1,0,0,279200000,25590000,253610000,244,26,132,22,376,27,770703361,1,AFC North,0,0,0,0,0,-3,185,13,181,3,366,8,25,9,1,0,27,24,13,7,0,1,1,0,0,Bengals,82,-1,0,255,0.00,,,,
1513527,775553027,Premier Football Circuit Slow Sim,,Bills,BUF,Buffalo,AFC,13,AFC East,0,2,Bills,0,85,798338,13961738,,0,0,0,2025,766115840,0,0,1,279200000,11850000,267350000,282,29,69,13,351,23,770703360,0,AFC East,0,0,0,0,1,3,304,2,105,15,409,3,26,5,1,0,27,30,10,5,0,1,0,0,1,Bills,85,0,0,1,1.00,,,,
1513529,775553028,Premier Football Circuit Slow Sim,,Broncos,DEN,Denver,AFC,11,AFC West,0,3,Broncos,0,84,664387,16534530,BigDaddyLunar,0,0,0,2025,766115840,0,0,0,279200000,30850000,248350000,0,1,0,1,0,1,770703363,0,AFC West,0,0,0,0,0,0,0,32,0,32,0,32,1,32,0,0,0,0,27,16,0,1,0,0,0,Broncos,84,0,0,0,0.00,,,,
1513519,775553029,Premier Football Circuit Slow Sim,,Browns,CLE,Cleveland,AFC,20,AFC North,0,4,Browns,6,82,16727040,3218688,WilbuhGang420,0,0,0,2025,766115840,0,0,1,279200000,4294347296,279820000,185,20,181,30,366,25,770703361,0,AFC North,0,1,0,0,1,3,244,7,132,11,376,6,24,8,1,0,24,27,11,4,0,1,0,0,1,Browns,82,1,0,1,1.00,,,,
1513539,775553030,Premier Football Circuit Slow Sim,,Buccaneers,TB,Tampa Bay,NFC,17,NFC South,0,5,Bucs,0,85,10685741,4078133,ResinBomb,0,0,0,2025,767557632,0,0,0,279200000,37550000,241650000,0,2,0,2,0,2,770703366,0,NFC South,0,0,0,0,0,0,0,31,0,31,0,31,2,31,0,0,0,0,26,15,0,1,0,0,0,Buccaneers,85,0,0,0,0.00,,,,
1513547,775553031,Premier Football Circuit Slow Sim,,Cardinals,ARI,Arizona,NFC,13,NFC West,0,6,Cardinals,0,80,8847399,16777215,ShadeShadow99,0,0,1,2025,767557632,0,0,1,279200000,45230000,233970000,251,27,83,16,334,21,770703367,0,NFC West,0,0,0,0,0,25,223,9,170,4,393,5,14,1,1,0,12,37,7,5,0,1,0,0,1,Cardinals,80,3,0,1,1.00,,,,
1513530,775553034,Premier Football Circuit Slow Sim,,Chargers,LAC,Los Angeles,AFC,13,AFC West,0,7,Bolts,6,81,32966,16761358,knich3,0,0,0,2025,766115840,0,0,1,279200000,30850000,248350000,287,30,24,11,311,17,770703363,0,AFC West,0,1,0,0,1,10,182,15,143,10,325,14,22,4,1,0,22,32,4,2,0,1,0,0,1,Chargers,81,1,0,1,1.00,,,,
1513531,775553035,Premier Football Circuit Slow Sim,,Chiefs,KC,Kansas City,AFC,11,AFC West,0,8,Chiefs,0,87,14882871,15641886,IIdMaNII,1,0,0,2025,766115840,1,0,0,279200000,7130000,272070000,182,18,143,23,325,19,770703363,1,AFC West,0,0,0,0,0,-10,287,3,24,22,311,16,29,11,0,0,32,22,18,9,0,1,1,0,0,Chiefs,87,-1,0,255,0.00,,,,
